576;410;50
Zombie3_Run_2.png;8777;457;5
Zombie2_Run_2.png;17987;449;3
Zombie2_Run_2.png;5311;453;3
Zombie_Run.png;6865;461;1
Zombie4_Run_2.png;6256;469;7
Zombie_Run.png;2037;665;1
Zombie_Run.png;10950;465;1
Zombie3_Run_2.png;9638;461;5
Zombie3_Run_2.png;7328;453;5
Zombie4_Run_2.png;11600;461;7
Zombie_Run.png;20486;757;1
Zombie2_Run_2.png;3789;473;3
Zombie2_Run_2.png;4690;457;3
Zombie_Run.png;6140;457;1
Zombie3_Run_2.png;16001;449;5
Zombie_Run.png;11233;449;1
Zombie2_Run_2.png;13766;461;3
Zombie3_Run_2.png;17207;465;5
Zombie3_Run_2.png;12522;581;5
Zombie2_Run_2.png;2637;641;3
Zombie_Run.png;18774;441;1
Zombie2_Run_2.png;5102;449;3
Zombie_Run.png;9678;461;1
Zombie_Run.png;12447;573;1
Zombie2_Run_2.png;5468;509;3
Zombie2_Run_2.png;8122;461;3
Zombie_Run.png;17521;449;1
Zombie3_Run_2.png;12320;617;5
Zombie_Run.png;7526;461;1
Zombie3_Run_2.png;1776;713;5
Zombie3_Run_2.png;844;729;5
Zombie_Run.png;14416;513;1
Zombie4_Run_2.png;3556;597;7
Zombie_Run.png;22155;2305;1
Zombie_Run.png;22234;2305;1
Zombie2_Run_2.png;2570;645;3
Zombie2_Run_2.png;4546;457;3
Zombie_Run.png;9660;465;1
Zombie4_Run_2.png;16974;453;7
Zombie3_Run_2.png;22474;2305;5
Zombie2_Run_2.png;18120;461;3
Zombie2_Run_2.png;18045;473;3
Zombie4_Run_2.png;844;729;7
Zombie4_Run_2.png;2885;705;7
Zombie3_Run_2.png;18616;453;5
Zombie4_Run_2.png;7406;457;7
Zombie2_Run_2.png;11327;461;3
Zombie_Run.png;16576;445;1
Zombie2_Run_2.png;21095;2305;3
Zombie2_Run_2.png;21757;2305;3
Zombie3_Run_2.png;11144;449;5
Zombie_Run.png;6585;453;1
